id,gender,region,highest_qualification,city_score,age,studied_credits,disability,prelim_score,online_clicks,full_term_subscription
276337,M,South Region,Lower Than A Level,90-100%,0-35,120,Y,75.0,272,0
353804,M,North Western Region,HE Qualification,30-40%,35-55,60,N,49.125,1927,0
617150,M,South East Region,Lower Than A Level,20-30%,0-35,90,N,64.0,1885,0
617993,F,North Western Region,A Level or Equivalent,10-20,0-35,60,N,60.0,212,0
229240,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,60,N,71.72727272727273,421,1
465577,F,London Region,A Level or Equivalent,40-50%,35-55,60,N,37.5,976,0
2227568,F,London Region,Lower Than A Level,20-30%,35-55,60,N,55.8,1298,1
651619,M,South Region,HE Qualification,90-100%,0-35,60,N,89.42857142857143,903,1
681001,F,Scotland,HE Qualification,40-50%,35-55,60,Y,96.75,4939,1
1100143,M,South West Region,A Level or Equivalent,50-60%,35-55,120,N,91.66666666666667,12323,1
184720,M,Wales,Lower Than A Level,10-20,0-35,90,N,71.25,1050,0
257104,F,South Region,Lower Than A Level,50-60%,0-35,60,N,64.2,1803,0
2667478,M,North Western Region,Lower Than A Level,80-90%,35-55,60,N,92.6923076923077,2833,0
258310,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,120,N,65.0,667,0
80329,M,South Region,Lower Than A Level,80-90%,0-35,120,N,75.9375,4608,0
653177,F,West Midlands Region,HE Qualification,20-30%,35-55,90,N,33.333333333333336,332,0
482187,F,North Region,A Level or Equivalent,,0-35,60,N,87.83333333333333,4871,1
548885,F,South East Region,Lower Than A Level,80-90%,0-35,60,Y,94.81818181818181,483,1
507184,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,60,N,75.0,53,0
632469,F,South West Region,Lower Than A Level,20-30%,0-35,60,N,58.0,222,0
614357,F,East Anglian Region,A Level or Equivalent,10-20,0-35,60,N,78.18181818181819,205,1
619483,F,London Region,A Level or Equivalent,30-40%,0-35,30,N,97.33333333333333,239,1
654817,M,Ireland,Post Graduate Qualification,,0-35,60,N,80.6,529,1
576433,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,60,N,94.38095238095238,4715,1
2358969,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,180,N,69.0,2106,0
549361,F,London Region,Lower Than A Level,10-20,0-35,60,Y,62.57142857142857,944,0
675486,F,North Western Region,Lower Than A Level,10-20,0-35,180,Y,84.0,811,0
630165,M,North Region,A Level or Equivalent,90-100%,0-35,30,N,69.71428571428571,2475,0
385980,M,London Region,A Level or Equivalent,60-70%,0-35,60,N,57.0,358,0
656682,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,120,N,30.0,162,0
581965,F,East Anglian Region,Lower Than A Level,90-100%,35-55,30,N,90.55555555555556,1949,1
504583,M,South Region,Lower Than A Level,40-50%,0-35,120,N,65.5,665,0
553125,F,South East Region,A Level or Equivalent,30-40%,35-55,120,Y,78.36363636363636,1390,1
686411,F,Scotland,HE Qualification,50-60%,55<=,60,N,98.55555555555556,8738,1
543976,F,East Midlands Region,Lower Than A Level,50-60%,35-55,120,N,75.0,1153,0
917586,M,South Region,HE Qualification,80-90%,35-55,60,N,94.44444444444444,1588,1
476816,F,London Region,A Level or Equivalent,10-20,0-35,150,N,80.5,300,0
518503,M,South East Region,Lower Than A Level,60-70%,0-35,60,N,67.0,169,0
341876,M,East Anglian Region,HE Qualification,10-20,0-35,120,N,68.5,1784,0
550051,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,60,N,63.0,25,0
587975,F,North Region,A Level or Equivalent,0-10%,35-55,30,N,83.33333333333333,388,1
634472,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,120,N,91.3,745,1
2523430,F,London Region,A Level or Equivalent,30-40%,0-35,60,N,84.8,343,0
577035,M,South Region,HE Qualification,90-100%,35-55,90,N,88.1875,3317,1
405125,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,90,N,84.6,3623,0
549213,F,London Region,A Level or Equivalent,40-50%,0-35,60,N,88.83333333333333,1011,0
623001,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,60,N,67.33333333333333,37,0
651850,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,90,N,58.2,1366,0
231339,F,Scotland,Post Graduate Qualification,80-90%,0-35,60,N,91.81818181818181,4784,1
642939,M,South Region,Lower Than A Level,50-60%,35-55,60,N,76.0,848,0
586444,F,Wales,A Level or Equivalent,30-40%,0-35,60,N,34.333333333333336,638,0
26192,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,60,N,86.2,2223,1
279747,F,South Region,Lower Than A Level,20-30%,35-55,30,N,93.77777777777777,10768,1
482173,F,Scotland,A Level or Equivalent,30-40%,0-35,60,N,92.77777777777777,1346,0
521755,F,North Region,Lower Than A Level,20-30%,0-35,120,N,44.0,1130,0
684184,F,Scotland,A Level or Equivalent,50-60%,0-35,60,N,92.8,1209,1
513210,F,London Region,Lower Than A Level,30-40%,35-55,120,Y,72.7,1160,0
632084,F,West Midlands Region,A Level or Equivalent,10-20,0-35,60,N,88.72727272727273,684,1
235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,240,N,57.833333333333336,1257,0
551528,M,Yorkshire Region,Lower Than A Level,,0-35,60,N,62.2,2574,0
168843,F,South Region,A Level or Equivalent,80-90%,0-35,120,N,51.0,465,0
592193,F,South East Region,A Level or Equivalent,80-90%,35-55,120,N,88.54545454545455,384,1
2139273,M,Scotland,A Level or Equivalent,60-70%,35-55,30,N,65.2,956,0
525700,F,London Region,A Level or Equivalent,10-20,0-35,120,N,93.25,5124,1
589525,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,60,Y,98.55555555555556,1535,1
589411,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,60,N,84.36363636363636,2057,1
2327710,M,South West Region,Lower Than A Level,80-90%,0-35,355,Y,30.0,1173,0
2410519,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,90,N,92.80952380952381,5318,1
614025,M,Wales,A Level or Equivalent,90-100%,0-35,60,N,33.0,218,0
555760,M,Wales,HE Qualification,70-80%,35-55,120,N,93.75,625,1
676865,F,South West Region,A Level or Equivalent,50-60%,0-35,120,N,91.71428571428571,643,1
622432,F,North Western Region,Lower Than A Level,0-10%,35-55,30,N,93.77777777777777,1244,1
635079,M,Scotland,A Level or Equivalent,40-50%,35-55,60,N,86.0,308,0
502353,M,South West Region,Lower Than A Level,60-70%,0-35,120,N,5.0,215,0
134143,F,South East Region,A Level or Equivalent,90-100%,35-55,60,N,84.4,2732,1
561413,F,Ireland,Lower Than A Level,0-10%,0-35,60,N,99.5,5776,1
653943,F,South Region,A Level or Equivalent,80-90%,0-35,30,N,70.0,596,1
680018,M,Scotland,A Level or Equivalent,30-40%,0-35,120,N,84.2,946,0
588537,M,North Western Region,A Level or Equivalent,40-50%,35-55,60,N,49.0,324,0
679724,F,East Anglian Region,Lower Than A Level,50-60%,0-35,60,N,81.0,343,0
586996,F,Wales,A Level or Equivalent,90-100%,35-55,60,N,88.72727272727273,5257,1
490530,M,Wales,Lower Than A Level,0-10%,0-35,60,N,61.0,84,0
493763,F,South Region,A Level or Equivalent,50-60%,0-35,60,N,74.45454545454545,826,0
572845,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,60,N,89.75,5109,1
632574,F,East Midlands Region,Lower Than A Level,90-100%,0-35,60,N,59.0,144,0
583968,M,South East Region,Lower Than A Level,10-20,0-35,60,N,88.5,2179,1
2436400,M,North Western Region,Lower Than A Level,20-30%,35-55,90,N,89.0,3089,1
168229,M,North Western Region,A Level or Equivalent,70-80%,35-55,90,N,93.75,6765,1
558044,M,North Region,Lower Than A Level,,0-35,90,N,92.91666666666667,3346,1
525749,F,North Region,Post Graduate Qualification,,35-55,70,N,93.21428571428571,3468,1
2458203,F,West Midlands Region,Lower Than A Level,0-10%,0-35,30,N,95.33333333333333,1243,1
647645,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,90,N,74.5,1307,0
684526,M,East Anglian Region,Lower Than A Level,20-30%,0-35,120,N,89.0,1826,0
558134,M,South West Region,A Level or Equivalent,70-80%,0-35,60,N,53.0,45,0
578030,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,120,N,87.81818181818181,490,1
466856,F,South West Region,A Level or Equivalent,20-30%,0-35,180,N,81.4,200,1
1817710,M,Scotland,Post Graduate Qualification,70-80%,35-55,90,N,91.08333333333333,3334,1
609489,M,North Western Region,HE Qualification,30-40%,0-35,60,N,28.0,369,0
85325,F,South Region,Lower Than A Level,80-90%,0-35,120,N,59.0,81,0
548312,M,South East Region,A Level or Equivalent,0-10%,0-35,60,N,90.25,3999,1
675989,M,London Region,A Level or Equivalent,50-60%,35-55,60,N,86.5,6268,1
554344,F,Scotland,Lower Than A Level,30-40%,0-35,60,N,77.0909090909091,662,1
440323,F,London Region,Lower Than A Level,0-10%,0-35,30,Y,48.833333333333336,918,0
1679610,M,South Region,HE Qualification,70-80%,35-55,60,N,87.25,5235,1
485920,M,East Anglian Region,Lower Than A Level,60-70%,0-35,30,N,53.44444444444444,1772,0
325308,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,60,N,82.5,121,1
694860,M,Ireland,Post Graduate Qualification,,0-35,60,N,92.44444444444444,1852,1
584923,M,West Midlands Region,HE Qualification,50-60%,0-35,60,N,92.0,243,0
539060,F,Ireland,Lower Than A Level,0-10%,0-35,120,Y,65.0,317,0
2239650,F,East Anglian Region,HE Qualification,90-100%,35-55,140,N,91.14285714285714,9905,1
570377,M,North Western Region,Lower Than A Level,0-10%,0-35,60,N,69.5,1254,0
2255601,F,South Region,A Level or Equivalent,80-90%,35-55,120,N,54.5,2543,0
278861,M,Wales,A Level or Equivalent,40-50%,0-35,60,N,96.75,10301,0
649638,F,South West Region,Lower Than A Level,50-60%,0-35,60,N,100.0,363,0
629696,M,Wales,HE Qualification,80-90%,0-35,60,N,83.38095238095238,4101,1
502136,F,North Region,A Level or Equivalent,,0-35,120,N,89.92857142857143,1399,1
590764,F,East Anglian Region,Lower Than A Level,90-100%,35-55,60,N,72.88888888888889,693,0
419059,M,West Midlands Region,Lower Than A Level,0-10%,0-35,60,N,83.33333333333333,4353,1
380681,M,London Region,HE Qualification,10-20,0-35,60,N,74.5,442,0
558654,F,North Region,A Level or Equivalent,10-20,0-35,60,N,78.0,55,0
145282,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,60,N,95.55555555555556,1552,1
632847,F,East Anglian Region,Lower Than A Level,40-50%,35-55,60,N,65.0,68,0
679760,M,Scotland,Lower Than A Level,40-50%,0-35,60,N,40.0,50,0
642405,F,South West Region,A Level or Equivalent,70-80%,35-55,60,N,72.8,1267,1
228909,M,North Region,Lower Than A Level,,35-55,60,Y,42.0,575,0
679529,M,Wales,Lower Than A Level,20-30%,0-35,90,N,47.666666666666664,1035,0
609354,F,Scotland,Lower Than A Level,90-100%,0-35,120,N,75.0,877,0
155511,M,South East Region,A Level or Equivalent,60-70%,0-35,60,N,83.91666666666667,5057,1
620112,M,South East Region,Lower Than A Level,60-70%,0-35,60,N,74.0,979,0
681691,M,North Western Region,A Level or Equivalent,60-70%,0-35,60,N,76.0,62,0
372602,F,South Region,A Level or Equivalent,90-100%,0-35,120,N,63.2,114,1
628846,M,South West Region,A Level or Equivalent,70-80%,0-35,90,N,74.06666666666666,3938,0
694523,M,Scotland,HE Qualification,30-40%,0-35,120,N,96.77777777777777,488,1
585471,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,60,N,92.25,4054,1
369942,M,South Region,HE Qualification,20-30%,35-55,60,N,88.75,2258,1
202394,F,Wales,A Level or Equivalent,40-50%,0-35,60,N,86.54545454545455,1184,1
535486,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,60,N,51.0,142,0
239707,M,Wales,A Level or Equivalent,50-60%,35-55,60,N,49.0,444,0
677400,F,Wales,HE Qualification,70-80%,35-55,60,N,85.66666666666667,4064,1
619330,M,Scotland,A Level or Equivalent,50-60%,0-35,60,N,80.33333333333333,266,0
680687,M,Wales,HE Qualification,20-30%,0-35,60,N,97.125,2447,1
699488,F,Wales,A Level or Equivalent,20-30%,35-55,120,N,86.6,3068,1
653183,M,East Midlands Region,Lower Than A Level,30-40%,0-35,90,N,64.0,352,0
583138,M,North Western Region,A Level or Equivalent,70-80%,35-55,60,N,81.6,909,0
624514,F,South West Region,A Level or Equivalent,40-50%,35-55,60,N,68.375,269,0
2094546,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,60,N,62.714285714285715,468,0
612935,M,North Western Region,HE Qualification,0-10%,0-35,60,N,46.0,146,0
1866233,M,East Midlands Region,A Level or Equivalent,10-20,35-55,60,Y,81.0,997,0
491843,F,South East Region,Lower Than A Level,40-50%,0-35,30,Y,62.666666666666664,220,0
490443,M,North Western Region,A Level or Equivalent,0-10%,0-35,60,N,68.5,315,0
604704,F,Scotland,A Level or Equivalent,30-40%,0-35,120,Y,44.0,328,0
492909,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,30,N,83.125,519,1
558440,F,South West Region,Lower Than A Level,20-30%,0-35,120,Y,53.44444444444444,3097,0
636594,M,South Region,A Level or Equivalent,70-80%,0-35,70,N,92.71428571428571,869,1
129989,M,South West Region,A Level or Equivalent,20-30%,0-35,60,N,96.0,1414,1
366771,M,North Western Region,A Level or Equivalent,90-100%,0-35,30,N,72.5,164,1
683002,F,Yorkshire Region,HE Qualification,70-80%,35-55,60,N,86.0,2668,1
605540,M,London Region,A Level or Equivalent,20-30%,0-35,90,Y,86.75,5714,1
556416,M,South East Region,Lower Than A Level,30-40%,0-35,60,Y,76.28571428571429,1277,1
494498,F,North Western Region,A Level or Equivalent,30-40%,0-35,90,N,75.0,506,0
503352,M,London Region,A Level or Equivalent,70-80%,35-55,120,N,87.5,4043,1
2126013,M,East Midlands Region,Lower Than A Level,20-30%,35-55,60,Y,44.0,872,0
435277,M,London Region,A Level or Equivalent,80-90%,0-35,90,N,87.0,7866,1
2635829,F,Scotland,HE Qualification,90-100%,35-55,60,N,94.0,2443,1
545791,M,West Midlands Region,Lower Than A Level,0-10%,35-55,120,Y,,20,0
593099,M,North Region,Lower Than A Level,20-30%,0-35,60,N,80.85714285714286,1035,1
2516163,M,West Midlands Region,HE Qualification,70-80%,35-55,60,N,94.66666666666667,4150,1
613790,M,Scotland,HE Qualification,50-60%,35-55,30,N,72.5,457,0
1886295,F,South Region,A Level or Equivalent,60-70%,35-55,60,N,92.63636363636364,452,1
633857,F,North Region,Lower Than A Level,,0-35,60,N,95.11111111111111,3408,1
572053,M,London Region,HE Qualification,20-30%,0-35,120,N,88.41666666666667,6355,1
678407,M,Scotland,A Level or Equivalent,10-20,0-35,240,N,81.0,2116,0
542050,M,West Midlands Region,HE Qualification,60-70%,0-35,60,N,69.25,3286,0
587195,M,South West Region,Lower Than A Level,30-40%,0-35,240,Y,72.5,1752,0
372997,F,Wales,HE Qualification,80-90%,35-55,120,N,93.33333333333333,928,1
480888,F,West Midlands Region,Lower Than A Level,70-80%,35-55,60,N,86.81818181818181,730,1
684944,M,West Midlands Region,Lower Than A Level,0-10%,0-35,90,N,86.0,244,0
248252,F,Yorkshire Region,HE Qualification,0-10%,35-55,90,N,23.0,239,0
679854,F,North Region,HE Qualification,,0-35,90,N,88.28571428571429,4291,1
697653,F,Scotland,A Level or Equivalent,50-60%,0-35,120,N,67.5,1270,0
155484,F,South West Region,Lower Than A Level,60-70%,35-55,120,N,76.6,2092,1
586142,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,60,N,85.6,4413,1
365707,F,South East Region,A Level or Equivalent,90-100%,0-35,60,N,90.18181818181819,1944,1
556774,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,60,N,93.42857142857143,1306,1
592787,M,East Midlands Region,Lower Than A Level,90-100%,35-55,30,N,86.25,2178,0
643118,M,South Region,HE Qualification,50-60%,0-35,60,N,95.0,5797,1
600766,M,Scotland,A Level or Equivalent,60-70%,0-35,60,N,97.0,7815,1
614181,M,North Western Region,HE Qualification,60-70%,0-35,60,N,89.0625,3788,1
504749,M,South Region,A Level or Equivalent,20-30%,35-55,60,N,67.5,281,0
589409,M,Wales,A Level or Equivalent,60-70%,35-55,60,N,92.66666666666667,6733,1
695964,M,East Anglian Region,Lower Than A Level,40-50%,0-35,120,N,50.0,155,0
547400,F,Ireland,Lower Than A Level,0-10%,0-35,60,Y,87.16666666666667,1692,1
534602,M,South West Region,A Level or Equivalent,70-80%,0-35,60,N,87.58333333333333,5237,1
602683,F,Scotland,HE Qualification,50-60%,35-55,60,N,96.66666666666667,3987,1
612530,M,South Region,A Level or Equivalent,90-100%,0-35,120,N,91.0,1784,1
591388,M,West Midlands Region,HE Qualification,60-70%,0-35,60,N,92.0,5102,1
189143,F,South East Region,HE Qualification,90-100%,35-55,120,N,82.14285714285714,834,1
250644,F,Scotland,HE Qualification,20-30%,0-35,90,N,73.5,370,0
1492408,M,Scotland,Post Graduate Qualification,20-30%,35-55,60,N,62.666666666666664,129,0
647169,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,120,N,92.33333333333333,3382,1
315105,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,60,N,83.9090909090909,737,1
1937822,F,North Region,HE Qualification,20-30%,35-55,60,N,85.6,3173,1
647565,M,Scotland,Lower Than A Level,20-30%,35-55,120,Y,75.0,560,0
81754,F,North Western Region,A Level or Equivalent,10-20,0-35,60,N,84.0,310,0
647614,M,North Western Region,HE Qualification,60-70%,0-35,120,N,92.5,159,0
430487,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,30,N,91.22222222222223,964,1
622505,M,Wales,HE Qualification,50-60%,35-55,120,N,86.36363636363636,637,1
620915,F,North Western Region,Lower Than A Level,0-10%,0-35,30,N,90.66666666666667,372,0
595746,M,West Midlands Region,Lower Than A Level,10-20,0-35,60,N,96.83333333333333,14506,1
674888,M,London Region,A Level or Equivalent,10-20,0-35,60,N,86.0,352,0
856294,M,South East Region,HE Qualification,90-100%,55<=,30,N,20.0,1111,0
592961,M,North Western Region,HE Qualification,40-50%,35-55,60,N,95.75,8166,1
685517,M,Scotland,Lower Than A Level,30-40%,0-35,60,N,92.5,2759,1
335553,M,West Midlands Region,HE Qualification,20-30%,0-35,60,N,81.66666666666667,558,0
2590999,M,South Region,A Level or Equivalent,90-100%,35-55,90,N,91.0,2787,1
549337,M,Ireland,A Level or Equivalent,50-60%,0-35,60,N,41.0,159,0
621883,M,North Western Region,Lower Than A Level,0-10%,0-35,60,N,82.42857142857143,2803,1
490082,F,East Anglian Region,HE Qualification,70-80%,0-35,60,N,93.5,3260,1
685988,F,North Region,HE Qualification,,0-35,150,N,93.66666666666667,520,0
2450600,F,East Anglian Region,Lower Than A Level,90-100%,0-35,60,N,95.0,4295,1
492496,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,60,N,85.0,1275,1
592471,M,Scotland,HE Qualification,60-70%,35-55,60,N,91.18181818181819,1090,1
645792,M,South West Region,Lower Than A Level,70-80%,0-35,110,N,97.0625,3841,1
275151,M,London Region,HE Qualification,30-40%,0-35,60,N,83.91666666666667,6075,1
549311,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,90,N,53.0,119,0
596847,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,120,N,88.45454545454545,166,1
522482,F,Scotland,HE Qualification,70-80%,0-35,90,N,75.0,212,0
606459,M,South West Region,Lower Than A Level,90-100%,0-35,90,N,68.0,469,0
275674,F,London Region,A Level or Equivalent,20-30%,0-35,60,N,45.0,2090,0
2180090,M,Scotland,HE Qualification,10-20,35-55,180,N,89.16666666666667,9631,1
446778,M,South Region,A Level or Equivalent,40-50%,35-55,180,N,86.0,614,0
311151,M,North Region,Lower Than A Level,,35-55,60,N,38.0,227,0
592625,M,Wales,A Level or Equivalent,40-50%,0-35,60,N,81.4,1503,1
2224174,F,Scotland,A Level or Equivalent,20-30%,0-35,60,N,87.57142857142857,1558,1
677025,F,South Region,Lower Than A Level,90-100%,35-55,30,N,82.22222222222223,678,1
630541,M,North Western Region,Lower Than A Level,0-10%,0-35,90,N,87.75,3129,0
674471,F,South Region,Lower Than A Level,50-60%,0-35,30,N,41.25,478,0
544499,F,Wales,Lower Than A Level,10-20,0-35,180,N,70.0,310,0
621331,F,East Anglian Region,Lower Than A Level,90-100%,0-35,30,Y,62.666666666666664,339,0
586369,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,120,N,83.25,342,0
556153,M,South East Region,A Level or Equivalent,20-30%,0-35,60,N,85.5,442,0
1799963,M,Ireland,HE Qualification,30-40%,35-55,90,N,60.0,155,0
694284,F,West Midlands Region,Lower Than A Level,80-90%,0-35,120,Y,82.66666666666667,1128,0
1348205,M,East Anglian Region,HE Qualification,90-100%,35-55,60,N,95.0,8845,1
648120,M,South Region,A Level or Equivalent,90-100%,35-55,60,N,36.5,166,0
577995,M,East Midlands Region,Lower Than A Level,70-80%,0-35,60,N,94.5,2984,1
553599,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,60,N,100.0,3862,1
586537,M,South West Region,A Level or Equivalent,30-40%,0-35,120,N,69.0,295,0
283783,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,60,N,67.5,444,0
675848,F,South East Region,A Level or Equivalent,70-80%,0-35,30,N,74.71428571428571,493,1
644246,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,60,N,93.66666666666667,7109,1
533164,F,Wales,Lower Than A Level,10-20,0-35,60,N,76.0,93,0
51485,M,West Midlands Region,Lower Than A Level,10-20,0-35,120,N,91.58333333333333,2750,1
645144,M,London Region,HE Qualification,80-90%,35-55,60,N,99.5,2879,1
512411,F,Wales,A Level or Equivalent,20-30%,0-35,60,N,83.6,1194,1
2451523,F,South East Region,HE Qualification,40-50%,35-55,60,N,92.5,5229,1
502004,M,North Western Region,A Level or Equivalent,40-50%,35-55,60,N,67.0,4586,0
597451,F,South East Region,A Level or Equivalent,40-50%,0-35,120,Y,81.0,49,0
2485655,M,East Anglian Region,HE Qualification,20-30%,0-35,30,N,85.5,8585,0
649001,M,London Region,Lower Than A Level,20-30%,35-55,60,N,39.0,532,0
599994,M,North Region,A Level or Equivalent,70-80%,0-35,60,N,,147,0
159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,60,N,68.2,2062,0
627549,F,South East Region,A Level or Equivalent,60-70%,0-35,60,N,89.81818181818181,1277,1
574960,M,South West Region,A Level or Equivalent,70-80%,0-35,30,N,91.0,1046,1
335726,F,North Western Region,Lower Than A Level,90-100%,0-35,60,N,93.75,1374,0
1916140,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,60,N,79.88888888888889,3885,0
160401,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,60,N,47.0,86,0
82575,M,West Midlands Region,HE Qualification,80-90%,0-35,30,N,93.66666666666667,658,1
577196,F,Scotland,A Level or Equivalent,10-20,0-35,120,Y,91.0,1894,0
2570092,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,60,N,88.0909090909091,334,1
650434,M,Wales,A Level or Equivalent,70-80%,0-35,60,N,90.71428571428571,4628,1
1521540,F,South Region,A Level or Equivalent,90-100%,35-55,60,N,91.0,4716,1
570689,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,60,N,71.25,1165,0
680890,F,South Region,A Level or Equivalent,70-80%,0-35,60,N,99.33333333333333,630,0
525942,M,Scotland,Lower Than A Level,0-10%,0-35,60,Y,88.71428571428571,1902,0
627680,F,East Anglian Region,Lower Than A Level,70-80%,35-55,60,Y,64.66666666666667,90,0
321969,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,60,N,68.0,2016,0
574642,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,30,N,56.0,430,0
651533,M,South Region,Lower Than A Level,70-80%,0-35,60,N,98.0,5059,1
650504,M,Scotland,A Level or Equivalent,70-80%,0-35,40,N,86.0,1604,1
617771,F,Scotland,A Level or Equivalent,10-20,0-35,60,N,45.0,144,0
2410140,F,North Western Region,A Level or Equivalent,60-70%,35-55,30,N,57.5,28,0
603639,M,North Western Region,A Level or Equivalent,50-60%,0-35,60,N,85.375,4173,0
678395,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,120,N,98.8,6402,1
609811,F,Scotland,HE Qualification,0-10%,0-35,60,N,89.36363636363636,2210,1
624406,F,South Region,Lower Than A Level,90-100%,35-55,60,N,95.27272727272727,9041,1
594554,F,East Midlands Region,Lower Than A Level,70-80%,0-35,30,N,84.22222222222223,781,1
597787,M,London Region,A Level or Equivalent,20-30%,35-55,60,N,88.75,15559,1
146738,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,60,N,85.58333333333333,3756,1
1438584,M,Wales,Lower Than A Level,10-20,35-55,60,Y,75.0,191,0
1307784,F,London Region,HE Qualification,30-40%,35-55,60,N,58.666666666666664,324,0
558807,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,60,N,84.0,1448,0
642764,M,Wales,Lower Than A Level,10-20,35-55,90,Y,45.0,359,0
2227004,F,London Region,A Level or Equivalent,90-100%,35-55,120,N,64.0,47,0
341839,M,East Anglian Region,Lower Than A Level,40-50%,35-55,90,N,65.0,688,0
681065,F,East Anglian Region,Lower Than A Level,50-60%,0-35,30,Y,90.55555555555556,845,1
652064,M,South West Region,Lower Than A Level,20-30%,35-55,60,N,96.25,6219,1
695874,M,Ireland,HE Qualification,,35-55,60,N,56.0,618,0
655127,F,Ireland,A Level or Equivalent,30-40%,0-35,90,N,85.33333333333333,3825,1
605269,M,South Region,A Level or Equivalent,40-50%,0-35,120,N,52.6,507,0
2484189,M,Scotland,Lower Than A Level,60-70%,0-35,60,N,59.0,154,0
577954,F,South Region,Lower Than A Level,40-50%,0-35,150,Y,43.166666666666664,1699,0
555691,M,Scotland,Lower Than A Level,30-40%,0-35,210,N,75.5,1629,0
554885,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,90,N,64.57142857142857,544,0
698112,M,South West Region,A Level or Equivalent,70-80%,0-35,120,N,58.0,341,0
1930644,M,Scotland,Lower Than A Level,50-60%,35-55,90,N,52.5,1056,0
654392,F,Wales,HE Qualification,80-90%,35-55,60,N,90.33333333333333,1166,0
601271,M,South West Region,Lower Than A Level,40-50%,0-35,60,Y,58.53333333333333,2834,0
571129,M,Scotland,HE Qualification,90-100%,35-55,30,Y,98.66666666666667,7140,1
628715,F,East Midlands Region,Lower Than A Level,40-50%,35-55,30,N,75.0,77,0
478886,F,Wales,Lower Than A Level,50-60%,35-55,30,N,84.75,941,1
636124,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,60,N,96.6923076923077,8984,1
634523,M,East Anglian Region,Lower Than A Level,80-90%,35-55,30,N,40.0,182,0
471781,F,Scotland,A Level or Equivalent,60-70%,0-35,60,N,73.5,758,0
533091,M,North Western Region,Lower Than A Level,80-90%,35-55,60,N,85.0,146,1
561734,M,North Region,Lower Than A Level,,35-55,120,N,82.15,1548,1
592444,F,South West Region,A Level or Equivalent,40-50%,35-55,30,N,85.0,45,0
572414,F,Ireland,Lower Than A Level,10-20,0-35,60,N,32.5,140,0
555015,F,Scotland,A Level or Equivalent,40-50%,0-35,180,Y,89.18181818181819,1065,1
476201,M,Yorkshire Region,HE Qualification,10-20,0-35,60,N,87.72727272727273,1301,1
687511,M,London Region,Lower Than A Level,0-10%,35-55,120,N,75.25,837,0
600632,M,South Region,Lower Than A Level,40-50%,0-35,180,N,96.4,4052,1
2063578,M,Scotland,A Level or Equivalent,0-10%,0-35,70,N,93.47826086956522,17957,1
637203,F,South Region,Lower Than A Level,90-100%,0-35,30,N,85.0,526,1
694616,F,South Region,Lower Than A Level,40-50%,0-35,120,N,47.666666666666664,736,0
